tournament_id,tournament,summary,wiki_url,field_size,field_avg_score
3845dfab29f23c92d029de8eb4cbcf06,the Memorial Tournament pres. by Workday,"The Memorial Tournament (branded as the Memorial Tournament presented by Workday for sponsorship reasons, and also referred to as simply the Memorial) is a PGA Tour golf tournament founded in 1976 by Jack Nicklaus. It is played on a Nicklaus-designed course at Muirfield Village Golf Club in Dublin, Ohio, a suburb north of Columbus.",https://en.wikipedia.org/wiki/Memorial_Tournament,72,3.523076923076923
